symbol,begins_at,close_price,high_price,interpolated,low_price,open_price,session,volume
LAMR,2017-09-01,63.233000,63.537400,False,63.123700,63.299600,reg,268316
LAMR,2017-09-05,61.911100,63.394700,False,61.825500,63.242500,reg,493259
LAMR,2017-09-06,61.892100,62.347600,False,61.559200,62.063300,reg,482339
LAMR,2017-09-07,61.901600,62.481700,False,61.806500,61.873100,reg,482938
LAMR,2017-09-08,60.199300,61.901600,False,60.161200,61.901600,reg,838447
LAMR,2017-09-11,60.513100,61.074200,False,60.208800,60.341900,reg,719837
LAMR,2017-09-12,60.047100,60.582500,False,59.386800,60.389500,reg,885239
LAMR,2017-09-13,60.950600,61.663900,False,60.066100,60.066100,reg,1052953
LAMR,2017-09-14,61.470900,61.509400,False,60.305100,60.941000,reg,934138
LAMR,2017-09-15,61.605800,61.943000,False,61.133700,61.316700,reg,941092
LAMR,2017-09-18,61.075800,61.759900,False,60.835000,61.528700,reg,620401
LAMR,2017-09-19,61.634700,61.644300,False,60.844600,61.037300,reg,434930
LAMR,2017-09-20,62.068200,62.174200,False,61.509400,61.644300,reg,469933
LAMR,2017-09-21,61.788800,62.251300,False,61.711800,62.135700,reg,303449
LAMR,2017-09-22,62.415100,62.944900,False,61.788300,61.904400,reg,585237
LAMR,2017-09-25,63.349700,63.388200,False,62.482500,62.482500,reg,446308
LAMR,2017-09-26,62.819800,63.706200,False,62.810100,63.407500,reg,313907
LAMR,2017-09-27,64.554100,64.746800,False,62.713800,62.973900,reg,764436
LAMR,2017-09-28,65.507900,65.546500,False,64.043400,64.563700,reg,878139
LAMR,2017-09-29,66.028200,66.163100,False,65.348900,65.440500,reg,637769
LAMR,2017-10-02,65.026200,66.384700,False,64.688900,65.970400,reg,925140
LAMR,2017-10-03,64.997300,66.384700,False,64.920200,65.276700,reg,222179
LAMR,2017-10-04,65.440500,65.565700,False,64.717900,65.035800,reg,312138
LAMR,2017-10-05,65.797000,65.893300,False,65.440500,65.517500,reg,263932
LAMR,2017-10-06,65.344100,65.970400,False,64.949100,65.556100,reg,294054
LAMR,2017-10-09,65.180300,65.459700,False,64.872000,65.459700,reg,271401
LAMR,2017-10-10,65.479000,65.637000,False,65.122500,65.180300,reg,456105
LAMR,2017-10-11,66.134200,66.760500,False,65.719900,65.777700,reg,440926
LAMR,2017-10-12,66.779700,66.827900,False,65.878900,66.153500,reg,348973
LAMR,2017-10-13,66.972400,67.271100,False,66.644800,66.847200,reg,289027
LAMR,2017-10-16,66.249800,67.116900,False,66.240200,67.039900,reg,250940
LAMR,2017-10-17,66.182400,66.471400,False,66.008900,66.076400,reg,237922
LAMR,2017-10-18,66.018600,66.635200,False,65.691000,66.192000,reg,352603
LAMR,2017-10-19,66.259400,66.375100,False,65.459700,65.854800,reg,338335
LAMR,2017-10-20,65.816200,66.615900,False,65.606200,66.452100,reg,1128749
