symbol,begins_at,close_price,high_price,interpolated,low_price,open_price,session,volume
SONA,2017-06-09,17.7206,17.9363,False,17.6225,17.7402,reg,34120
SONA,2017-06-12,17.3479,17.8481,False,17.1910,17.7500,reg,19085
SONA,2017-06-13,17.4460,17.6411,False,16.7252,17.3774,reg,16063
SONA,2017-06-14,17.1126,17.4264,False,16.9557,17.4264,reg,13874
SONA,2017-06-15,17.2205,17.2793,False,16.9655,16.9655,reg,10232
SONA,2017-06-16,16.7988,17.1518,False,16.6713,17.1028,reg,62806
SONA,2017-06-19,17.1518,17.1616,False,16.6988,16.8772,reg,13546
SONA,2017-06-20,16.9949,17.1910,False,16.9655,17.1518,reg,12150
SONA,2017-06-21,16.8576,16.9802,False,16.8184,16.9165,reg,23181
SONA,2017-06-22,16.7694,16.8576,False,16.7399,16.8576,reg,15944
SONA,2017-06-23,16.8772,16.9165,False,16.7792,16.7890,reg,62308
SONA,2017-06-26,17.2107,17.8481,False,16.8674,16.8772,reg,659568
SONA,2017-06-27,17.5245,17.5539,False,17.0832,17.2401,reg,48530
SONA,2017-06-28,17.5931,17.6520,False,17.5392,17.6520,reg,62403
SONA,2017-06-29,17.5931,17.6667,False,17.5147,17.6520,reg,55837
SONA,2017-06-30,17.2597,17.6520,False,16.9655,17.6520,reg,53609
SONA,2017-07-05,17.1420,17.2107,False,16.8968,17.1028,reg,326895
SONA,2017-07-06,17.3087,17.3381,False,17.0047,17.0832,reg,126058
SONA,2017-07-07,17.6225,17.6323,False,17.2868,17.3578,reg,47158
SONA,2017-07-10,17.5637,17.6323,False,17.4578,17.5245,reg,38659
SONA,2017-07-11,17.2499,17.6520,False,17.0390,17.6029,reg,48615
SONA,2017-07-12,17.1322,17.3578,False,16.9165,17.2401,reg,205053
SONA,2017-07-13,17.2205,17.2793,False,16.9949,17.2107,reg,30918
SONA,2017-07-14,17.3578,17.4068,False,16.9165,17.0734,reg,127839
SONA,2017-07-17,17.0930,17.3676,False,16.9753,17.2205,reg,44356
SONA,2017-07-18,17.0832,17.1910,False,16.9165,16.9165,reg,36980
SONA,2017-07-19,17.1518,17.2401,False,16.9557,17.1518,reg,23455
SONA,2017-07-20,17.1322,17.1616,False,16.9165,17.1126,reg,65431
SONA,2017-07-21,17.1028,17.2989,False,16.9165,17.2989,reg,223906
SONA,2017-07-24,17.0537,17.1616,False,16.9655,16.9949,reg,30885
SONA,2017-07-25,17.0243,17.2303,False,16.9851,17.0537,reg,35400
SONA,2017-07-26,17.0439,17.1419,False,16.8478,17.0930,reg,46994
SONA,2017-07-27,16.7105,17.0439,False,16.5830,16.9165,reg,47598
SONA,2017-07-28,16.3967,16.7596,False,15.8671,16.6713,reg,99799
SONA,2017-07-31,16.5928,16.6615,False,16.1515,16.3967,reg,74598
SONA,2017-08-01,16.5830,16.6713,False,16.4752,16.6713,reg,60988
SONA,2017-08-02,16.6713,16.6811,False,16.5340,16.6125,reg,45447
SONA,2017-08-03,16.7596,16.8870,False,16.5732,16.6223,reg,26151
SONA,2017-08-04,16.7694,16.8576,False,16.6713,16.6909,reg,32459
SONA,2017-08-07,16.6811,16.8674,False,16.6517,16.7497,reg,40271
SONA,2017-08-08,16.6517,16.8674,False,16.5340,16.6713,reg,37977
SONA,2017-08-09,16.5830,16.6811,False,16.4457,16.5830,reg,41025
SONA,2017-08-10,16.2973,16.4648,False,16.1988,16.4648,reg,39518
SONA,2017-08-11,15.7455,16.3170,False,15.5484,16.3170,reg,76328
SONA,2017-08-14,15.7455,15.9327,False,15.7258,15.9327,reg,51579
SONA,2017-08-15,15.5484,15.8637,False,15.4105,15.7652,reg,108299
SONA,2017-08-16,15.6765,15.7898,False,15.5681,15.6288,reg,75250
SONA,2017-08-17,15.1346,15.5977,False,15.0952,15.5681,reg,54294
SONA,2017-08-18,15.5189,15.6962,False,15.0361,15.0361,reg,104515
SONA,2017-08-21,15.5977,15.6371,False,15.3218,15.4499,reg,26353
SONA,2017-08-22,15.6076,15.7455,False,15.4696,15.5977,reg,82422
SONA,2017-08-23,15.4893,15.6371,False,15.4450,15.4992,reg,48007
SONA,2017-08-24,16.1396,16.2135,False,15.4006,15.6765,reg,88116
SONA,2017-08-25,16.3564,16.4352,False,15.4548,16.0805,reg,60803
SONA,2017-08-28,16.4845,16.5141,False,16.1593,16.3860,reg,53428
SONA,2017-08-29,16.5436,16.6668,False,16.2382,16.2382,reg,47199
SONA,2017-08-30,16.3761,16.6323,False,16.3463,16.4746,reg,50614
SONA,2017-08-31,16.5042,16.6027,False,16.3663,16.4845,reg,44956
SONA,2017-09-01,16.5633,16.6126,False,16.3860,16.4451,reg,29347
SONA,2017-09-05,16.3071,16.7899,False,16.2382,16.4944,reg,52329
SONA,2017-09-06,16.1692,16.4944,False,16.0312,16.4057,reg,50406
SONA,2017-09-07,16.0312,16.4845,False,15.7295,16.1790,reg,71573
SONA,2017-09-08,16.0805,16.4549,False,16.0017,16.0707,reg,133802
SONA,2017-09-11,16.0904,16.3663,False,16.0214,16.2086,reg,217384
SONA,2017-09-12,15.9623,16.2480,False,15.9229,16.0805,reg,58318
SONA,2017-09-13,15.9130,16.0115,False,15.8539,15.9623,reg,101559
SONA,2017-09-14,15.8637,16.0115,False,15.7997,15.9032,reg,96658
SONA,2017-09-15,15.7652,15.9130,False,15.7652,15.8933,reg,470931
SONA,2017-09-18,15.8243,15.9918,False,15.6962,15.7652,reg,108341
SONA,2017-09-19,15.9229,15.9968,False,15.7751,15.7751,reg,77904
SONA,2017-09-20,15.9623,16.1593,False,15.8637,15.9130,reg,159359
SONA,2017-09-21,15.9623,16.0411,False,15.8785,15.9426,reg,125257
SONA,2017-09-22,16.4254,16.4944,False,15.9032,15.9032,reg,139950
SONA,2017-09-25,16.4648,16.6323,False,16.3860,16.4648,reg,55040
SONA,2017-09-26,16.6323,16.6816,False,16.3958,16.5042,reg,59454
SONA,2017-09-27,16.7801,16.8688,False,16.6027,16.7210,reg,136528
SONA,2017-09-28,16.8491,16.9180,False,16.7279,16.8392,reg,68397
SONA,2017-09-29,16.7407,16.8983,False,16.7013,16.7899,reg,76280
SONA,2017-10-02,16.8983,16.8983,False,16.7210,16.7801,reg,63103
SONA,2017-10-03,17.0658,17.0954,False,16.8491,16.9377,reg,67236
SONA,2017-10-04,16.7210,17.1447,False,16.6717,17.1053,reg,40676
SONA,2017-10-05,16.7407,16.7505,False,16.6619,16.7505,reg,120421
SONA,2017-10-06,16.6816,16.7505,False,16.6224,16.7407,reg,96762
SONA,2017-10-09,16.6816,16.7702,False,16.6619,16.7013,reg,38338
SONA,2017-10-10,16.7210,16.7407,False,16.6619,16.7013,reg,119703
SONA,2017-10-11,16.6914,16.7505,False,16.6619,16.7210,reg,52386
SONA,2017-10-12,16.6323,16.6914,False,16.5239,16.6224,reg,271975
SONA,2017-10-13,16.5732,16.6816,False,16.5141,16.6422,reg,34336
SONA,2017-10-16,16.6224,16.6520,False,16.4254,16.5830,reg,86214
SONA,2017-10-17,16.5732,16.6422,False,16.5239,16.6126,reg,54312
SONA,2017-10-18,16.6126,16.7308,False,16.4746,16.6027,reg,116462
SONA,2017-10-19,16.6224,16.6422,False,16.5042,16.5929,reg,30035
SONA,2017-10-20,16.5929,16.7013,False,16.5535,16.7013,reg,42099
SONA,2017-10-23,16.5535,16.6027,False,16.4451,16.6027,reg,40159
SONA,2017-10-24,16.5338,16.6717,False,16.5239,16.6126,reg,40147
SONA,2017-10-25,16.6323,16.6520,False,16.5338,16.6126,reg,26395
SONA,2017-10-26,16.6422,16.7013,False,16.4057,16.6422,reg,42176
