symbol,begins_at,close_price,high_price,interpolated,low_price,open_price,session,volume
DVY,2017-09-01,89.510200,89.665200,False,89.181000,89.268100,reg,347278
DVY,2017-09-05,89.142200,89.510200,False,88.803300,89.355300,reg,813652
DVY,2017-09-06,89.326200,89.500500,False,89.268100,89.268100,reg,367153
DVY,2017-09-07,89.268100,89.374600,False,88.967800,89.287500,reg,330592
DVY,2017-09-08,89.587700,89.684500,False,89.045400,89.229400,reg,351014
DVY,2017-09-11,90.381800,90.449600,False,89.694200,89.694200,reg,532584
DVY,2017-09-12,90.410800,90.652900,False,90.168700,90.585200,reg,611908
DVY,2017-09-13,90.352700,90.507700,False,90.197800,90.197800,reg,559641
DVY,2017-09-14,90.633600,90.633600,False,90.159100,90.159100,reg,814658
DVY,2017-09-15,90.817600,90.943500,False,90.478600,90.478600,reg,472722
DVY,2017-09-18,90.895000,91.185100,False,90.652900,91.020900,reg,456760
DVY,2017-09-19,90.904700,91.040300,False,90.856300,91.030600,reg,367552
DVY,2017-09-20,90.972500,91.146800,False,90.711100,90.962800,reg,326919
DVY,2017-09-21,90.740100,91.032200,False,90.720700,90.749800,reg,369953
DVY,2017-09-22,90.720700,90.856300,False,90.652900,90.807900,reg,485054
DVY,2017-09-25,91.350200,91.355000,False,90.730400,90.740100,reg,487625
DVY,2017-09-26,91.240600,91.474800,False,91.240600,91.455300,reg,409342
DVY,2017-09-27,91.201500,91.445500,False,90.815300,91.172300,reg,375508
DVY,2017-09-28,91.533400,91.543100,False,90.781900,90.781900,reg,438807
DVY,2017-09-29,91.396700,91.562600,False,91.308900,91.494300,reg,396851
DVY,2017-10-02,91.728600,91.728600,False,91.152700,91.494300,reg,699118
DVY,2017-10-03,91.787100,91.800200,False,91.318700,91.728600,reg,459717
DVY,2017-10-04,92.021300,92.031100,False,91.581200,91.816400,reg,350378
DVY,2017-10-05,92.138400,92.272000,False,91.836900,92.079900,reg,499958
DVY,2017-10-06,91.777400,91.914000,False,91.631000,91.777400,reg,364679
DVY,2017-10-09,91.855400,92.031100,False,91.728600,91.796900,reg,352367
DVY,2017-10-10,92.431200,92.431200,False,91.738300,91.738300,reg,480839
DVY,2017-10-11,92.519100,92.645900,False,92.284800,92.284800,reg,322849
DVY,2017-10-12,92.792300,92.841100,False,92.354500,92.382400,reg,1346675
DVY,2017-10-13,92.733800,93.133900,False,92.694700,93.026600,reg,343845
DVY,2017-10-16,92.724000,92.846000,False,92.452200,92.597100,reg,826214
DVY,2017-10-17,92.645900,92.724000,False,92.412700,92.714300,reg,590837
DVY,2017-10-18,92.616700,93.046100,False,92.470300,92.636200,reg,355723
DVY,2017-10-19,92.743500,92.743500,False,92.252300,92.470300,reg,396235
DVY,2017-10-20,93.270500,93.270500,False,92.743500,92.821600,reg,411522
DVY,2017-10-23,93.133900,93.543800,False,93.085100,93.338900,reg,523944
DVY,2017-10-24,93.124100,93.416800,False,92.987500,93.133900,reg,722443
DVY,2017-10-25,92.597100,93.016800,False,92.050600,92.909400,reg,704137
DVY,2017-10-26,92.802100,93.065600,False,92.597100,92.597100,reg,601967
DVY,2017-10-27,92.763000,92.763000,False,92.086900,92.743500,reg,446430
DVY,2017-10-30,92.333600,92.708000,False,92.266300,92.685000,reg,393980
DVY,2017-10-31,92.470300,92.655700,False,92.236000,92.626400,reg,424714
DVY,2017-11-01,92.323900,92.943600,False,92.255600,92.733800,reg,449908
DVY,2017-11-02,92.567900,92.669400,False,92.040900,92.382400,reg,406173
DVY,2017-11-03,92.509300,92.699800,False,92.343400,92.519100,reg,307593
DVY,2017-11-06,92.480000,92.635200,False,92.275100,92.284800,reg,313930
DVY,2017-11-07,92.509300,92.685000,False,92.323900,92.567900,reg,430831
DVY,2017-11-08,92.714300,92.811800,False,92.294600,92.333600,reg,296763
DVY,2017-11-09,92.626400,92.655700,False,92.177500,92.284800,reg,465390
DVY,2017-11-10,92.616700,92.724000,False,92.323900,92.323900,reg,265148
DVY,2017-11-13,92.929000,92.987500,False,92.284800,92.284800,reg,329924
