symbol,begins_at,close_price,high_price,interpolated,low_price,open_price,session,volume
VIAV,2017-07-20,10.750000,10.990000,False,10.560000,10.990000,reg,2351328
VIAV,2017-07-21,11.250000,11.250000,False,10.940000,11.150000,reg,3492507
VIAV,2017-07-24,11.400000,11.440000,False,11.180000,11.260000,reg,2658638
VIAV,2017-07-25,11.480000,11.530000,False,11.240000,11.480000,reg,2780753
VIAV,2017-07-26,11.430000,11.540000,False,11.360000,11.540000,reg,2522059
VIAV,2017-07-27,10.980000,11.490000,False,10.770000,11.470000,reg,3527961
VIAV,2017-07-28,11.000000,11.085000,False,10.900000,10.930000,reg,1817540
VIAV,2017-07-31,10.970000,11.090000,False,10.850000,11.050000,reg,1522489
VIAV,2017-08-01,11.200000,11.220000,False,10.930000,11.030000,reg,1228072
VIAV,2017-08-02,10.880000,11.220000,False,10.825000,11.210000,reg,3202940
VIAV,2017-08-03,10.770000,11.095000,False,10.735000,10.990000,reg,2202952
VIAV,2017-08-04,10.580000,10.795000,False,10.500000,10.760000,reg,3241651
VIAV,2017-08-07,10.870000,10.880000,False,10.500000,10.590000,reg,1736437
VIAV,2017-08-08,11.050000,11.100000,False,10.830000,10.870000,reg,1707846
VIAV,2017-08-09,10.970000,11.170000,False,10.920000,11.020000,reg,3766612
VIAV,2017-08-10,10.530000,10.970000,False,10.470000,10.970000,reg,2834321
VIAV,2017-08-11,10.520000,10.680000,False,10.490000,10.620000,reg,3018350
VIAV,2017-08-14,10.750000,10.810000,False,10.600000,10.600000,reg,4161295
VIAV,2017-08-15,10.630000,10.780000,False,10.570000,10.780000,reg,4547071
VIAV,2017-08-16,10.590000,10.780000,False,9.410000,9.740000,reg,13669339
VIAV,2017-08-17,10.215000,10.570000,False,10.140000,10.510000,reg,4771132
VIAV,2017-08-18,10.090000,10.285000,False,10.030000,10.100000,reg,1855230
VIAV,2017-08-21,9.870000,10.160000,False,9.850000,10.030000,reg,2954969
VIAV,2017-08-22,10.110000,10.120000,False,9.810000,9.830000,reg,1720260
VIAV,2017-08-23,10.080000,10.120000,False,9.960600,10.020000,reg,2174980
VIAV,2017-08-24,10.200000,10.290000,False,10.140000,10.230000,reg,1680323
VIAV,2017-08-25,10.120000,10.280000,False,10.000000,10.240000,reg,1307567
VIAV,2017-08-28,10.110000,10.170000,False,9.990000,10.130000,reg,1619387
VIAV,2017-08-29,10.110000,10.140000,False,9.940100,10.030000,reg,1230807
VIAV,2017-08-30,10.120000,10.170000,False,10.040000,10.090000,reg,1159621
VIAV,2017-08-31,10.040000,10.140000,False,9.940000,10.090000,reg,1339258
VIAV,2017-09-01,10.280000,10.280000,False,10.050000,10.050000,reg,1292375
VIAV,2017-09-05,10.180000,10.330000,False,10.100000,10.220000,reg,1835184
VIAV,2017-09-06,10.170000,10.280000,False,10.160000,10.220000,reg,1337254
VIAV,2017-09-07,10.050000,10.230000,False,10.000000,10.230000,reg,1585095
VIAV,2017-09-08,9.980000,10.089900,False,9.910000,9.940000,reg,1490913
VIAV,2017-09-11,10.190000,10.210000,False,10.030000,10.060000,reg,1233315
VIAV,2017-09-12,10.370000,10.390000,False,10.190000,10.230000,reg,1849584
VIAV,2017-09-13,10.160000,10.325000,False,10.110000,10.300000,reg,3182856
VIAV,2017-09-14,9.930000,10.121800,False,9.910000,10.070000,reg,1843374
VIAV,2017-09-15,9.790000,9.940000,False,9.695000,9.900000,reg,4269811
VIAV,2017-09-18,9.920000,9.980000,False,9.680000,9.780000,reg,2902901
VIAV,2017-09-19,9.790000,9.960000,False,9.760000,9.950000,reg,1474251
